,0
0,2.6662620092727023
1,3.650209022185259
2,-8.532802746144139
3,-0.23812167214372515
4,-1.5377901463830268
5,-0.5356453611667182
6,4.26209193685862
7,8.855443055979675
8,14.240698226716365
9,11.809791845208903
10,-4.339878725001697
11,-4.754218894094535
12,1.6490153562245027
13,11.588468172579535
14,-9.758756915073256
15,-9.974314675466172
16,17.31362082373289
17,-3.1123541881324415
18,1.2729440218141013
19,1.2292868113551876
20,-10.898373864094323
21,1.4376825983427244
22,-1.7622171680233745
23,1.4610193173203405
24,-0.40723667063364793
25,9.225505446097618
26,5.739654791098855
27,3.3510090525215834
28,9.492691292599638
29,-0.2191467978924168
30,0.752943319245326
31,1.7447293744832668
32,10.243971396211062
33,-6.304533735231868
34,1.8712227401683184
35,-1.455628500812106
36,1.229849112149974
37,8.495799012266001
38,-2.049720277680518
39,-3.875489107321608
40,2.2205029797017
41,12.609072859907167
42,12.672788223697554
43,4.530335675029739
44,0.4237038337731225
45,-10.388485811412481
46,-0.16864745426760797
47,2.2254021815083944
48,-0.9474761910162321
49,-0.10838455491407523
50,4.351080847487039
51,-2.808762220384356
52,1.186411429331935
53,14.238661522234919
54,10.430459111074462
55,2.051305513556756
56,1.5082740110548578
57,10.403327156835669
58,1.508595177500601
59,4.657737306415587
60,2.016191586718656
61,-7.078576211560322
62,0.41219691889980903
63,5.022599618547991
64,0.46238869202315996
65,4.868562403840488
66,13.916820862952154
67,3.0535464938706647
68,3.2018567371125357
69,-2.1273414962746933
70,-8.617566370321198
71,7.096023760938926
72,6.574396059611994
73,2.670990674816485
74,-3.372942863122744
75,-0.9415392303155703
76,0.6861465727635704
77,13.784439971165906
78,12.276195867445434
79,4.629093525106285
80,12.909742825865363
81,1.797000594841194
82,-4.60877705473038
83,14.26888302932131
84,-3.3112026231381444
85,-5.875794130199304
86,5.684166411434629
87,6.19516782658487
88,8.983489883814846
89,-7.14690702865186
90,-5.1640795450824175
91,-1.9425299681873645
92,0.9270512590701532
93,-3.3169606072438698
94,15.08484856561341
95,-2.444162602347567
96,-3.3740139568411016
97,5.239461066760976
98,1.4882796053549194
99,-1.8882547261632123
100,6.018811993649318
101,1.521705956831573
102,3.2883984952510628
103,3.727637076796003
104,8.059390231032884
105,5.863657277429691
106,-1.1629778100473795
107,9.009101780361883
108,-1.2927515646774619
109,15.255487603029577
110,-2.201948176333206
111,0.6767967123320342
112,-1.1129475733338337
113,14.007245877964237
114,6.90802261907763
115,-1.9768890264395012
116,1.848252644714736
117,2.467695934797203
118,5.277171474495941
119,7.701506091445396
120,2.78364080566176
121,-2.35743521026647
122,0.9850601608003309
123,1.808738166346241
124,5.581802657638354
125,2.8228096272266954
126,18.513884141803267
127,13.181328131449874
128,18.94568852525158
129,1.7987911308800042
130,0.40976310616460515
131,1.2268032299297873
132,10.494027319577851
133,10.692980137967409
134,1.6575779324486548
135,2.200660385316636
136,12.093680270254936
137,7.380583411484609
138,-3.634502728455814
139,7.248959784247018
140,6.64569792613156
141,12.634750494178324
142,8.88853959241996
143,11.654685947895699
144,11.685546034355937
145,11.091445569404673
146,15.126007819518726
147,7.4871895322808975
148,1.4405601994261392
149,10.5339117083613
150,9.067480792343188
151,-5.331420903561513
152,7.7320959055281655
153,17.309560143867646
154,7.930828166154707
155,18.052815936057375
156,3.0000649210974077
157,8.82455108975405
158,3.885916938584448
159,3.621618503550121
160,4.706446718141219
161,-1.661096880676734
162,3.507882012604688
163,0.06663537186098925
164,3.6585295963218574
165,9.494798433940867
166,12.433492889211287
167,6.248345460165452
168,-3.078566021351261
169,-0.7483157331758721
170,-4.276741813931179
171,2.447335280465883
172,3.873650075644654
173,5.116796123295795
174,-2.3137534610910433
175,4.84549196301117
176,9.742354517608986
177,13.438954045056905
178,6.730761426947025
179,6.648571126720208
180,17.988891419627087
181,13.883665225244679
182,11.571224755660202
183,13.921734695493619
184,12.782444111558672
185,19.807104436273434
186,1.4389460464299757
187,2.73992399524648
188,1.2042798498560237
189,1.6899338339836139
190,3.652114965839095
191,-1.1637024885508793
192,6.289709722436036
193,11.338553721135028
194,0.9169174549112513
195,2.087114654263237
196,-6.222930914754329
197,16.88018263125723
198,-4.368547683589546
199,-1.0588821411293945
200,6.925245215591756
201,8.967912565811176
202,-0.1773163631648904
203,2.7361302839404615
204,-4.59437427951872
205,7.885570722831816
206,-0.19122432782313808
207,-5.363305329710075
208,9.811632052074195
209,7.698990626978652
210,0.6359991392382781
211,0.3505198101160342
212,2.1513907043862304
213,-3.985414951619688
214,15.278365284326341
215,5.890402210559703
216,11.971127678401498
217,-2.0322305020432387
218,-1.1703774673314176
219,-5.498232095209862
220,3.5528982392854265
221,10.356348726744086
222,10.689079802718519
223,7.045647069821446
224,3.6996791726170652
225,1.4256713182654468
226,0.39931000429227814
227,0.978404970181812
228,3.995702019438973
229,11.800951943034404
230,16.790902398050374
231,1.2353507493836482
232,0.9430319401278388
233,-6.0774348467992825
234,1.098574300917994
235,7.5243251305854875
236,0.4099993848017079
237,-0.18472271800617046
238,4.287229929022362
239,12.413865572408042
240,6.445999504829581
241,13.226032215448143
242,8.355726316005297
243,-1.9865137176005936
244,3.1603282652888507
245,1.8642765732773114
246,-2.5531795804664665
247,6.073540608458649
248,13.171809348882062
249,1.7221721885186707
250,6.037346481963343
251,-4.006750073337222
252,4.240059853934599
253,-0.9382086838874832
254,3.770619090453908
255,-1.7387663992734508
256,6.168097759549501
257,1.9904076592567044
258,-0.5570690966979005
259,1.2590257890717793
260,11.177037774246791
261,13.578507201499379
262,4.794938750976287
263,9.32767592502674
264,9.590660273271364
265,4.815994324936787
266,19.297100510444697
267,18.180883871763896
268,11.523424358709594
269,2.870164030188008
270,3.021633043113129
271,0.737369358744738
272,7.764218066995334
273,3.6155595870333896
274,6.706667742479351
275,9.620660749240278
276,-4.549608332475585
277,7.887499285682698
278,3.547013995857294
279,6.819441358713048
280,3.1245773914448973
281,-0.5051452628008551
282,4.129092242630912
283,-5.976750531504353
284,-1.84718165763074
285,-0.46870078656019504
286,-1.4840350927067298
287,-9.608077472990555
288,9.21628603230922
289,5.439612428793086
290,10.030760239681955
291,12.686295988924945
292,7.567383392691063
293,2.0286755001416914
294,-1.609224893911099
295,-12.303110597306281
296,-1.5717214022699562
297,0.7667749256200945
298,-9.073728172399765
299,-10.041287352736422
300,-0.1757720387516999
301,9.036653041481546
302,-0.023139822640111246
303,8.556839126968967
304,-11.839800886411897
305,-9.268500910451916
306,-11.106914141879729
307,6.356483216650157
308,-2.307530144028106
309,-10.91513734372097
310,14.745016724513366
311,12.792474914672159
