Index,0,1,2,3,4,5,6,7,8,9
0,-0.1349722689093259,0.015314949504254357,0.7205196879004965,0.3054379370645871,-0.19552181513788197,-0.14484782594889545,-0.17707600491171777,-0.008495378204568249,0.061106164976248156,-0.4435279857104441
1,-0.2525773258246689,0.0038095031488298045,-0.08526767653056913,0.14474763004073934,-0.07734348568046488,-0.021439371024428555,0.025861739796026725,0.03780663429926223,-0.12171156103670269,-0.002641283247206319
2,-0.02599282669706496,-0.0007493918737598269,0.010997547579687619,0.03227976658920633,0.022739878196280813,-0.050487999050555316,0.022834283184408496,0.022928426768426866,0.015260221726328526,-0.06556789771217358
3,0.346037909482621,-0.016643092747890643,-0.7517687653425702,-0.1632041363950968,-0.05403659131088265,0.15734134629106195,-0.2666757948736409,0.17571760649317517,-0.7959203512733637,-0.34261605989028626
4,0.13711575115674493,-0.016680702882112722,0.002545526840390515,0.28886728770553377,0.058233431050563965,-0.1980149898443791,-0.11027687514119065,-0.22671588218393288,0.2598922104778331,0.08958565416991765
5,0.03360054318911678,-0.0013266447651524077,0.028488778659510237,-0.04567021092197746,-0.006698857518735609,0.010415949561229855,-0.02419338804491701,-0.057648106183998904,-0.060773530072703925,0.046459961580598105
6,-0.225105823685022,-0.006605587952484938,0.03999420689743324,-0.05312973468534006,0.0451166940139658,-0.05048089156610999,0.328323667105178,-0.2089283774712046,0.6746016151125569,0.6660845912180853
7,0.016625089978479182,0.0061095306362331,-0.012153674227041066,-0.3964086363605511,-0.10266487617274138,0.04916692384624658,0.0047064061049594055,0.1293471530261347,-0.1236371690559232,-0.07103349458952
8,-0.06618982996713321,0.0006720931956245607,-0.03162681963213619,0.06574756097243302,-0.06338518230074922,-0.006085994534448174,0.0108304820080444,0.040470108720443515,0.05300076445671335,-0.08508003724096326
9,0.2811797415792959,0.0011591293958123233,-6.524164345659699e-05,-0.0031771957748994136,-0.00813292131572243,0.0026425303792119025,-0.00161834190463021,0.001461318588071973,4.785364300156263e-05,-0.0007898749470023465
10,-0.005668013824717181,-1.2155430788885961,-0.013159917074078936,-0.038181860557010124,0.030601279002405606,-0.06084835894494241,0.01049825911132308,-0.18609268910736632,-0.04761686703257805,0.10133427787952723
11,-0.058695289054223596,1.0118953904227384,-0.015753902912669145,-0.034039321720721494,-0.10277861132175012,-0.028716214270843102,0.039830541624118365,0.09773223186159792,0.02384986798511697,-0.036312524215644126
12,-0.027166388584698643,-1.275339726497335,-0.026941177613576173,-0.001319509141287173,0.03984176813758922,-0.0065198121389175145,-0.03060437230560941,-0.005891583059060047,0.05007475024893692,-0.06890873415251796
13,-0.25866416956007643,-0.03732167765780753,-0.12176282460321886,-0.31644846512296826,-0.4887347732610287,-0.06031264018990441,0.09429462441743054,-0.3521028494761314,0.5907724751889244,0.6125227522838356
14,0.07190129310913664,0.0034156443515108853,-0.17517811178418646,0.2149183510380138,0.132081856955193,0.01831608473756148,0.07883171171471813,0.0736921790621172,0.0987049512666506,0.024974972575987908
15,-0.07496076197688281,0.008848572777294714,0.03166701514591705,0.053362224072915375,0.025497088969683127,-0.03397019483193599,-0.04230777596244885,0.05966985861942835,-0.07463664936548392,0.08252071954014226
16,-0.19321944634611693,0.04287220418846946,0.04528442724204709,0.29502618995908936,0.6063754858627922,-0.17295669174051398,0.28789856272351944,0.2649231857772666,0.054846592116986906,0.03431898306193741
17,-0.09566190756905416,-0.005446685613925266,0.241829937449212,-0.26725153951450303,-0.18057321356543463,0.011425080323972298,-0.15850066936153678,0.24714526481542598,-0.2410514882371737,0.175907444166193
18,-0.001541459781108024,-0.0060137574421980046,-0.05336533016668118,-0.04107409323831789,-0.05418377254007244,0.03234662825361044,0.054078416596368015,0.021754629157802303,0.022550293498722562,-0.017380784046727608
19,0.3240809457249591,-0.027451567055896554,-0.0275031524249615,0.012144116794427604,-0.337567108480977,0.011429007843611755,-0.3617334477758004,0.28712889445773376,-0.4549470301573513,-0.6289674465911316
20,0.05094083084859173,-0.005144119143425482,-0.17436816449492493,0.1416543810494822,0.020960823573438574,-0.11421547081307279,0.11432564707693559,-0.18449842083283605,0.10603075076359991,-0.2533789315192858
21,-0.021634876506323973,-0.004260839198886529,-0.036945559018783596,-0.05860062637004622,-0.007777847482608636,0.022885426282565353,-0.03741034228963728,-0.04596213347401874,0.08928731292439329,-0.06356778736219239
22,0.2811797415793591,0.0011591293953204863,-6.524164363321867e-05,-0.0031771957749826387,-0.00813292131553549,0.0026425303792043894,-0.001618341904372685,0.0014613185880634838,4.785364305498387e-05,-0.0007898749470054978
23,0.06623921504898261,0.28969354893453564,0.02828164844134277,0.05853018412385147,-0.03130969006796973,0.2721963795232919,0.024553480019597736,-0.1359131853475314,0.11871440429302953,-0.07425478815041739
24,0.027825934991891642,-0.17722139497932307,0.04512997746563109,0.057970413531242784,0.0645407476122119,0.01464320571274006,-0.054862624530010395,-0.043526606061980166,0.06649972650208677,0.1434013129814529
25,0.03665625723317973,-0.23183723787850496,0.025068837671062397,0.0036455335370130133,-0.053285214046682586,-0.03877515043133791,0.02264581004508213,-0.027078871448772787,0.0418449108558928,0.017699107435167182
26,0.16079894446670218,0.018832699759456922,-0.3147247216571577,0.19759642984381284,0.08029213824866524,-0.3810119531420363,0.15642333710987846,0.16576455007178167,-0.3105355534576554,-0.5682438240013172
27,-0.06137544885967679,-0.011640280662349454,0.07451902937306448,0.002185078671647807,-0.22555493975475763,0.040210687963410006,-0.0983611952639199,0.01056093909310669,-0.317436804437604,-0.17692117637811547
28,-0.015662662650627112,0.00031374101357771814,-0.04724483524259954,-0.014205226778965458,0.05354178911060042,0.07887372878348749,-0.09220004609771464,0.10594985738984677,-0.1767487788112997,-0.09768288444522905
29,-0.10728536564826052,-0.01370234313292816,0.15058505559434945,-0.06935228157590367,-0.3044502400898721,0.41596862214355634,-0.2850302723811673,-0.2083810832664678,-0.0436532955084708,0.1620590151988991
30,0.22634282867361913,0.004132511272948297,-0.17870910104293714,-0.15346857142556947,0.37607884058584334,-0.03537397740723984,0.05017441095603719,0.13503626625963225,0.428251847011607,-0.09042011726590443
31,-0.013760592785100327,0.003056513605764084,-0.017912110576392287,-0.036842177100491605,-0.04509296361617391,0.03350301266969519,0.032823743972239576,-0.008202371722141007,0.11105521838542717,0.019541329461507974
32,-0.04794467307421223,0.012144381179397578,-0.05944407624884865,-0.20286919253022095,0.03260548239175809,-0.2495088118205016,0.06400153514800455,-0.004500080736624119,0.1747818522009172,0.31953815280481757
33,-0.1604161440395476,0.0004978622692152612,0.12384271626655192,0.1261361826287458,-0.25057509829520774,0.0949490377578857,0.10527021003195178,-0.3087278738994098,0.049079351036487084,0.4665060216590103
34,0.034682608967749134,-0.001288176012629314,0.04568700327118384,0.037044300811804674,0.014031152900350114,0.029248521310476734,0.0871687461279664,0.014597991598874779,-0.08090282969916461,0.049051955793380494
35,0.28117974157931014,0.0011591293956801753,-6.524164345572187e-05,-0.0031771957748470215,-0.00813292131566413,0.002642530379169187,-0.0016183419044267936,0.001461318587990904,4.785364307185628e-05,-0.0007898749469185925
36,-0.05480498038717298,2.3266027608007436,0.11715618456376972,0.006908836393906506,-0.0827521271310696,-0.11638537302276147,0.13391087221851875,0.4041502353861662,-0.05331881465505754,0.01251711764322478
