,0
0,-0.1349722689093259
1,-0.2525773258246689
2,-0.02599282669706496
3,0.346037909482621
4,0.13711575115674493
5,0.03360054318911678
6,-0.225105823685022
7,0.016625089978479182
8,-0.06618982996713321
9,0.2811797415792959
10,-0.005668013824717181
11,-0.058695289054223596
12,-0.027166388584698643
13,-0.25866416956007643
14,0.07190129310913664
15,-0.07496076197688281
16,-0.19321944634611693
17,-0.09566190756905416
18,-0.001541459781108024
19,0.3240809457249591
20,0.05094083084859173
21,-0.021634876506323973
22,0.2811797415793591
23,0.06623921504898261
24,0.027825934991891642
25,0.03665625723317973
26,0.16079894446670218
27,-0.06137544885967679
28,-0.015662662650627112
29,-0.10728536564826052
30,0.22634282867361913
31,-0.013760592785100327
32,-0.04794467307421223
33,-0.1604161440395476
34,0.034682608967749134
35,0.28117974157931014
36,-0.05480498038717298
37,-0.009635116542769747
38,-0.02280024925174079
39,-0.11082962216342111
40,-0.024894593000443388
41,-0.03309068493492387
42,0.1464623900981256
43,0.03342964185904372
44,0.006175744332420607
45,-0.019451558327042512
46,0.013676590822314198
47,0.006006169620607542
48,0.28117974157934833
49,0.01060853256773383
50,-0.008468529839536922
51,0.013043257024815472
52,-0.22722332205921314
53,0.0007299564793231059
54,-0.025651970014867014
55,-0.07344916799390261
56,-0.03491304687264228
57,-0.04686055024611353
58,0.15092196638998528
59,0.036816805037167236
60,0.022965628300551415
61,0.2811797415792449
62,-0.03067508144106313
63,0.017424284510644306
64,-0.01868800510856174
65,-0.09307687817583848
66,0.12187403893747416
67,-0.02580397351903782
68,0.2880600263446843
69,-0.07603420690990846
70,0.03603168315230441
71,-0.21937599007681421
72,-0.04741801723709545
73,-0.059181933644884464
74,0.28117974157937176
75,-0.021911331072190322
76,-0.009562574533434945
77,-0.014709233088122381
78,0.23114391483747998
79,-0.1125295163689809
80,-0.030987663173129225
81,-0.4458146080744786
82,0.1039033629720913
83,-0.022235534372229727
84,0.23576690647920517
85,0.002286785267917313
86,0.018654415533186787
87,0.2811797415793888
88,0.03364429798405426
89,0.013076278825987135
90,-0.00409976558238543
91,-0.22562010244560626
92,0.054156688419177146
93,-0.0027084427965614853
94,0.22113153695129065
95,-0.11921063582984122
96,0.06932534692275925
97,-0.010424055919943748
98,0.07537192918843033
99,-0.09055412936782023
100,0.281179741579348
101,-0.06706457349602611
102,-0.021187014569683024
103,-0.026557029745146017
104,-0.11001527613429017
105,-0.112523071085847
106,-0.04562148332142576
107,-0.13048924969017475
108,0.09159364543391203
109,-0.07145984548153743
110,0.22038597444738217
111,0.0016898476238108723
112,0.04553439637679618
113,0.2811797415792453
114,0.020412325093518438
115,0.015309411157331837
116,-0.00454809134780516
117,-0.13168911289918142
118,-0.19172749433341235
119,-0.0569759311224755
120,-0.15183547285623927
121,0.204182676136971
122,-0.02196881849521681
123,0.3621639322963486
124,-0.06247979300050815
125,0.04784327472756204
126,0.28117974157917064
127,8.625861064393177e-05
128,-0.036595985579622126
129,0.03440243570315819
130,0.3724928377151866
131,0.11618167488625802
132,0.03845227965103479
133,-0.15112734921634619
134,-0.005570395189270466
135,0.0033522906163254845
136,-0.11620710873004389
137,-0.001230457786497126
138,0.013845711891253288
139,0.2811797415794091
140,-0.0742378423682479
141,0.004702972564393417
142,-0.03197404061326579
143,0.0393176170064586
144,-0.10044355166970567
145,-0.015027945547914884
